"","Response_01","Response_02","Response_03","Response_04","Response_05","Response_06","Response_07","Response_08","Response_09","Response_10","Response_11","Response_12","Response_13","Response_14","Response_15","Response_16","Response_17","Response_18","Response_19","Response_20","Response_21","Response_22","Response_23","Response_24","Response_25","Response_26","Response_27","Response_28","Response_29","Response_30","Response_31","Response_32","Response_33","Response_34","Response_35","Response_36","Response_37","Response_38","Response_39","Response_40","Response_41","Response_42","Response_43","Response_44","Response_45","Response_46","Response_47","Response_48","Response_49","Response_50","Response_51","Response_52","Response_53","Response_54","Response_55","Response_56","Response_57","Response_58","Response_59","Response_60","Response_61","Response_62","Response_63","Response_64","Response_65","Response_66","Response_67","Response_68","Response_69","Response_70","Response_71"
"282","elephant","tortoise","dolphin","cheetah","kangaroo","koala","pigeon","toucan","giraffe","rhinoceros","cat","dog","goldfish","betta fish","parrot","clownfish","sea urchin","hippopotamus","rattlesnake","garter snake","skunk","golden retriever","dalmatian","poodle","coyote","tarantula","whale","great white shark","hammerhead shark","beluga","chihuahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","cat","dog","fish","cow","goose","duck","horse","goat","chicken","turkey","hamster","gerbil","rat","guinea pig","pig","ant","fly","ladybug","cricket","grasshopper","dolphin","whale","squid","octopus","sting ray","turtle","snake","lizard","zebra","lion","leopard","jaguar","elephant","gazelle","deer","bear","hummingbird","sparrow","eagle","penguin","polar bear","gorilla","monkey","bat","squirrel","chipmunk","eel","scorpion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","cat","dog","fish","goldfish","chicken","cow","pig","lion","tiger","bear","fox","human","hound","wolf","arctic fox","penguin","monkey","gorilla","raccoon","squirrel","rat","mouse","rodent","owl","hawk","eagle","sparrow","piranha","shark","octopus","snake","armadillo","kangaroo","koala","lemur","elephant","hyena","flamingo","stork","alligator","crocodile","hummingbird","lizard","coyote","peccary","horse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","reptile","fish","mammal","amphibian","bird","insect","shark","monkey","snake","fox","marsupial","rodent","dinosaur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","cat","dog","horse","chicken","cow","deer","wolf","fox","hound","terrier","falcon","hawk","snake","boa constrictor","jaguar","tiger","lion","otter","seal","walrus","hippopotamus","shrew","mouse","rat","ant","spider","husky","bear","panda","shark","dolphin","whale","octopus","sheep","goat","ram","bull","cobra","raptor","antelope","zebra","monkey","ape","bonobo","squirrel","chipmunk","squid","alligator","crocodile","corgi","dalmatian","lab","shiba inu","pigeon","crow","raven","leopard","gorilla","parrot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","dog","cat","feline","wolf","horse","duck","cow","chicken","pig","reptile","lizard","gecko","coyote","mouse","rat","rodent","snake","alligator","fish","shrimp","whale","krill","sea sponge","starfish","crab","squirrel","octopus","squid","bass","shark","whale shark","bird","eagle","hawk","pigeon","owl","fox","ferret","bear","hog","warthog","meerkat","lion","cheetah","tiger","panda","cricket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","cat","lion","tiger","panther","alligator","crocodile","penguin","stag","ram","bird","hawk","falcon","toad","frog","snake","viper","slug","salamander","buffalo","lemur","monkey","chimpanzee","gorilla","baboon","zebra","gazelle","antelope","jackrabbit","bear","black bear","polar bear","grizzly bear","elk","deer","wolf","dog","hound","coyote","clam","whale","fish","shark","swordfish","orca","blue whale","beluga","panda","pelican","stork","caiman","gharial","kangaroo","auk","liger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","ant","horse","pig","deer","bird","bear","rabbit","goldfish","hen","rooster","chicken","duck","dog","cat","hamster","snake","reindeer","elephant","zebra","lion","cheetah","elk","anteater","penguin","monkey","gorilla","insect","shark","whale","tuna","chinchilla","antelope","cobra","turtle","snapping turtle","otter","beaver","hedgehog","squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","goat","giraffe","cow","chicken","hen","rooster","cat","dog","fish","gerbil","penguin","panda","alligator","crocodile","zebra","flamingo","emu","shark","whale","dolphin","sea turtle","sting ray","butterfly","bird","raccoon","owl","hawk","pigeon","peacock","ram","bull","llama","alpaca","snake","cheetah","jaguar","cougar","mountain lion","lion","tiger","bear","deer","squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","dog","cat","dolphin","bird","alligator","crocodile","fish","iguana","lizard","bear","parakeet","flounder","shark","emu","elephant","giraffe","hippopotamus","walrus","lion","tiger","kangaroo","otter","toucan","parrot","goldfish","tuna","squid","camel","jaguar","ostrich","dalmatian","golden retriever",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","snake","bird","mammal","reptile","amphibian","fish","marsupial","kangaroo","koala","owl","hawk","cobra","spider","black widow","robin","blue jay","woodpecker","cheetah","tiger","lion","bear","human","centipede","python","eagle","salmon","leopard","gazelle","dog","cat","pug","lab","lobster","squid","cockroach","skunk","coyote","wolf","bat","lemur","panther","lizard","armadillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","dog","cat","mouse","pig","sheep","horse","cow","camel","llama","alpaca","fish","goldfish","betta fish","chinchilla","old english sheepdog","calico cat","shark","dolphin","guinea pig","gerbil","hamster","rabbit","goat","chicken","pony","stallion","american shorthair","pug","boston terrier","lab","golden retriever","poodle","mastiff","great dane","pit bull","bull","rhinoceros","giraffe","zebra","lion","tiger","bulldog","pomeranian","bengal tiger","snow leopard","leopard","frog","tree frog","worm","gorilla","bird","finch","hawk","red-tailed hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","dog","cat","zebra","lion","tiger","fish","snake","horse","bird","cardinal","whale","shark","pigeon","eagle","bull","sheep","cow","pig","fawn","deer","moose","goose","elk","bear","doe","rattlesnake","diamondback","kangaroo","hippopotamus","elephant","giraffe","rat","mouse","quail","ram","wolf","coyote","dove","trout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","dog","bird","cat","hyena","zebra","koala","kangaroo","fish","lizard","horse","pig","chicken","goat","cow","wolf","cheetah","duck","sea cucumber","octopus","shark","jellyfish","antelope","elk","deer","reindeer","coyote","panther","puma","spider","bat","rat","mouse","owl","bear","fox","seal","penguin","sea otter","raccoon","hummingbird","crow","raven","chipmunk","squirrel","hamster","gerbil","ferret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","cat","dog","sheep","goat","pig","piglet","whale","dolphin","lamb","fish","woolly mammoth","jaguar","orangutan","giraffe","elephant","roadrunner","peccary","praying mantis","ant","cockroach","scorpion","snake","boa constrictor","python","rattlesnake","bichon frize","golden retriever","bird","parrot","parakeet","toucan","frog","red-eyed tree frog","toad","turtle","tortoise","burmese python","african bush elephant","lab","poodle","pigeon","maltese","boston terrier","golden doodle","siamese cat","mastiff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","fish","dog","cat","moose","horse","lion","zebra","giraffe","buffalo","lizard","tiger","jaguar","hawk","eagle","bird","robin","cardinal","toad","frog","pony","cow","hen","chicken","pig","hog","boar","bull","monkey","ape","gorilla","orangutan","ostrich","antelope","ant","bee","worm","snake","scorpion","puma","rattlesnake","anglerfish","shark","whale","jellyfish","shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","dog","cat","giraffe","zebra","lion","horse","monkey","gorilla","chimpanzee","fish","pig","chicken","goat","llama","alpaca","kangaroo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","bee","monkey","panda","bear","polar bear","dog","wolf","cat","lion","tiger","goose","chicken","bull","horse","turtle","bird","swan","turkey","duck","goat","sheep","donkey","elephant","rhinoceros","gazelle","rabbit","bunny","hamster","fish","gerbil","rat","mouse","snake","lobster","crab","shrimp","tuna","salmon","otter","seal","lizard","gecko","hare","tortoise","ram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","kiwi bird","cheetah","kangaroo","lizard","dog","cat","parakeet","goose","hen","lion","tiger","bear","antelope","zebra","leopard","elephant","rhinoceros","swan","seahorse","horse","clownfish","gorilla","chimpanzee","bonobo","pheasant","duck","iguana","snake","komodo dragon","lemur","ostrich","orangutan","giraffe","polar bear","fox","elk","moose","mouse","rat","rabbit","guinea pig","weasel","mongoose","otter","porcupine","hedgehog","flamingo","owl","tasmanian devil","turtle","peacock","tortoise","shark","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","cat","dog","mouse","human","donkey","goose","horse","cow","otter","puffin","penguin","monkey","snail","spider","bat","bird","eagle","unicorn","dragon","elephant","lion","tiger","hippopotamus","deer","gazelle","alligator","manatee","fish","shrimp","lobster","bee","raccoon","squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","fish","crab","shark","monkey","gorilla","ape","rhinoceros","donkey","horse","pig","goat","cow","bull","hippopotamus","bird","goldfish","insect","ant","spider","cricket","fireant","black widow","dinosaur","cockroach","beetle","moth","butterfly","lion","tiger","cheetah","deer","bear","elk","calf","boar","moose","panther","bee","bumblebee","carpenter ant","chimpanzee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","horse","cow","rooster","chicken","dog","cat","snake","frog","alligator","shark","fish","whale","dolphin","whale shark","hammerhead shark","beagle","lab","hippopotamus","zebra","cheetah","rottweiler","chihuahua","chimpanzee","monkey","ape","bird","elephant","gazelle","clownfish","orca","seal","penguin","camel","lizard","cobra","rattlesnake","python","garter snake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","bear","cat","dog","lion","leopard","horse","fish","shark","bird","mammoth","goat","ant","turtle","tortoise","bee","skunk","deer","bobcat","mouse","emu","raccoon","donkey","ferret","spider","wasp","beetle","rat","pig","snail","ladybug","frog","slug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","giraffe","mammal","reptile","amphibian","dolphin","shark","jellyfish","sting ray","fish","clownfish","octopus","squid","plankton","bear","dog","cat","bird","parrot","woodpecker","roadrunner","robin","blue jay","macaw","hyena","wolf","pig","peccary","chicken","cow","rabbit","goose","duck","sheep","horse","rat","lion","tiger","elephant","zebra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","dog","cat","bird","goat","horse","emu","ostrich","monkey","ape","orangutan","cheetah","frog","toucan","rabbit","elephant","rhinoceros","walrus","seal","sea lion","wombat","bat","donkey","deer","gazelle","turtle","tortoise","baboon","leopard","lion","bear","grizzly bear","black bear","brown bear","african bush elephant","manatee","dolphin","polar bear","tiger","kangaroo","platypus","cockatiel","cockatoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","cat","dog","rat","mouse","horse","tortoise","turtle","gerbil","hamster","walrus","fish","swordfish","shark","bird","eagle","hawk","whale","bear","panda","snake","snail","spider","tiger","lion","puma","jaguar","quail","coyote","rhinoceros","zebra","giraffe","elephant","camel","leopard","koala","chinchilla","sloth","toucan","german shepherd","pig","goat","sheep","frog","salamander","lizard","gecko","duck","goose","eel","porcupine","hedgehog","manatee","crab","lobster","octopus","squid","penguin","polar bear","cobra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","dog","cat","mouse","horse","goat","cow","fish","seal","bear","rat","raccoon","tyrannosaurus rex","mammoth","tiger","lion","antelope","parrot","eagle","deer","boar","buffalo","kangaroo","koala","alligator","crocodile","giraffe","zebra","flamingo","wolf","elephant","rhinoceros","monkey","gorilla","orangutan","gazelle","snake","bee","turtle","falcon","polar bear","grizzly bear","penguin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","cat","dog","pig","mouse","cow","tiger","rabbit","snake","horse","sheep","monkey","hen","insect","camel","sloth","bear","dinosaur","dragon","hawk","bobcat","deer","lion","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","dog","cat","rabbit","turtle","seal","whale","squirrel","pigeon","donkey","horse","pig","chicken","duck","eagle","lizard","hamster","cockroach","rat","hawk","bird","bear","deer","turkey","seahorse","dolphin","clam","salmon","halibut","tuna","crab","lobster","cow","leopard","tiger","kangaroo","lion","giraffe","hummingbird","iguana","butterfly","moth","beetle","bee","bumblebee","honey bee","snail","snake","monkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","mouse","dog","cat","panda","bear","shih tzu","lion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","cat","dog","beluga","dolphin","horse","pig","cow","chicken","polar bear","giraffe","elephant","tiger","lion","bear","panda","zebra","rhinoceros","frog","toad","flamingo","robin","coyote",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","cat","dog","bird","snake","rabbit","goat","bear","chicken","duck","parrot","parakeet","cockatiel","crocodile","alligator","cow","donkey","pig","fish","octopus","jellyfish","shark","whale","eel","dolphin","penguin","lovebird","macaw","finch","pigeon","tortoise","turtle","sting ray","manta ray","starfish","kangaroo","fox","owl","sloth","sheep","hippopotamus","poodle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","cat","dog","bird","fly","pig","cow","sheep","moose","bull","frog","goose","horse","peccary","tiger","lion","gazelle","bullfrog","golden retriever","maltese","shih tzu","boar","snake","rattlesnake","bull shark","great white shark","tiger shark","nurse shark","pufferfish","salmon","tilapia","goldfish","betta fish","ape","monkey","baboon","lemur","penguin","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","giraffe","dog","cat","alligator","fish","mammal","dolphin","rat","dinosaur","panther","lion","cheetah","jaguar","turtle","shrimp","jellyfish","elephant","wolf","bear","boar","pig","anteater","ant","insect","hippopotamus","monkey","orangutan","chimpanzee","whale","humpback whale","orca","piranha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","bear","cat","eagle","dog","wolf","bird","german shepherd","golden retriever","snake","cobra","fish","shark","lobster","sea bass","shrimp","king crab","oyster","mussel","ostrich","dinosaur","reptile","lizard","salmon","waterbug","lion","sheep","cheetah","husky","whale","dolphin","clownfish","flounder","grizzly bear","parakeet","butterfly","ant","mosquito","zebra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","dog","cat","tiger","bear","raccoon","human","mouse","cow","fox","rabbit","wolf","angelfish","horse","sheep","buffalo","lion","giraffe","monkey","gorilla","snake","spider","ant","kangaroo","elephant","owl","jaguar","cheetah","chimpanzee","dolphin","seahorse","shark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","dog","cat","rabbit","hamster","rat","giraffe","elephant","alligator","zebra","horse","pig","cow","mule","donkey","snake","human","sloth","kangaroo","panda","baboon","monkey","wolf","shark","dolphin","lion","jaguar","leopard","rhinoceros","cheetah","tiger","porcupine","turtle","koala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","cat","dog","bird","pig","hen","frog","tiger","whale","fish","polar bear","bear","cheetah","kangaroo","hippopotamus","goose","sheep","duck","ostrich","penguin","emu","porcupine","poodle","horse","snake","swordfish","slow worm","monkey","giraffe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","giraffe","sawfish","tiger","elephant","lion","fish","swordfish","dolphin","shark","dog","cat","parrot","hamster","parakeet","gerbil","skunk","raccoon","turtle","lizard","toucan","rhinoceros","hyena","jellyfish","porcupine","bear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","cat","dog","horse","cow","human","frog","toad","bird","alligator","crocodile","lion","leopard","gazelle","deer","bear","mouse","axolotl","hawk","pig","jellyfish","fish","turtle","dolphin","shark","anemone","starfish","lionfish","monkey","panda","tiger","panther","jaguar","porpoise","iguana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","cow","pig","penguin","emu","ostrich","bear","ox","tiger","elephant","rooster","otter","dog","cat","fish","octopus","seahorse","horse","chicken","cheetah","jellyfish","giraffe","hippopotamus","moose","deer","antelope","porcupine","skunk","hen","honey badger","mongoose","rhinoceros","eagle","owl","pigeon","wildcat","mountain lion","bunny","hamster","jaguar","hawk","ferret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","dog","cat","bird","fish","hamster","gerbil","snake","lizard","turtle","panda","sloth","anaconda","kangaroo","dragon","unicorn","beetle","bear","cougar","mountain lion","jaguar","tiger","lion","wolf","coyote","rabbit","armadillo","peccary","squirrel","deer","elk","caribou","warthog","zebra","elephant","frog","mackerel","trout","goldfish","octopus","squid","spider","dolphin","whale","crab","lobster","cow","goat","lamb","alligator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","pig","cow","moose","hawk","shark","dolphin","whale","dog","cat","hummingbird","woodpecker","wolf","cheetah","lizard","turtle","goat","seagull","ant","fly","spider","tortoise","eagle","horse","ladybug","alligator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","dog","cat","tiger","lion","snail","seal","walrus","crab","elephant","giraffe","zebra","hippopotamus","bird","bull mastiff","bulldog","eagle","vulture","goat","pig","cow","horse","ram","chicken","hen","rooster","rhinoceros","white tiger","siberian tiger","saber-toothed tiger","turtle","tortoise","sea turtle","fish","starfish","jellyfish","clownfish","goose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","dog","cat","pig","horse","iguana","bird","lion","jaguar","tiger","fish","swordfish","chameleon","rhinoceros","giraffe","crocodile","alligator","turtle","chihuahua","pit bull","bulldog","american bulldog","eel","shark","whale","jellyfish","manta ray","poodle","shar pei","flamingo","hummingbird","goat","lizard","spider","snake","scorpion","minnow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","dog","cat","squirrel","raccoon","shark","whale","zebra","gerbil","snake","hippopotamus","cheetah","baboon","gorilla","monkey","chimpanzee","sea turtle","tortoise","barracuda","chipmunk","camel","donkey","elephant","lion","tiger","jaguar","panda","seagull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","bear","penguin","tiger","jaguar","dog","dolphin","fish","cat","lion","panther","polar bear","giraffe","hyena","monarch butterfly","moth","cheetah","firefly","pig","buffalo","fly","anteater","deer","reindeer","moose","monkey","gorilla","baboon","lemur","salmon","great white shark","orca","humpback whale","hamster","python","sloth","camel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
